date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,total cost
2014/6/11 0:00,3,2.5,2250,7294,2.0,0,0,3,2250,0,1994,0,5006 Highland Dr SE,Auburn,WA 98092,USA,7.008849232,299026.81449809374
2014/6/11 0:00,3,1.0,1160,8813,1.0,0,0,3,1160,0,1952,2008,13319 1st Ave NE,Seattle,WA 98125,USA,6.733115425,319434.74054491473
2014/6/11 0:00,3,1.75,1790,27427,1.0,0,0,3,1130,660,1978,0,43404 SE 76th St,Snoqualmie,WA 98065,USA,7.501726933,293941.59959697485
2014/6/11 0:00,3,2.5,2456,7566,2.0,0,0,3,2456,0,2012,1912,33800-33998 12th Pl SW,Federal Way,WA 98023,USA,7.92936917,282324.416225302
2014/6/11 0:00,3,2.5,2210,7557,2.0,0,0,3,2210,0,1989,0,32739 47th Ave SW,Federal Way,WA 98023,USA,6.486334947,345186.2696191525
2014/6/11 0:00,2,1.0,720,6686,1.0,0,0,3,720,0,1942,1999,9716 4th Ave NW,Seattle,WA 98117,USA,7.959844731,283843.25681811717
2014/6/11 0:00,4,2.25,2030,13500,1.0,0,0,3,1230,800,1963,2008,20532 SE 159th St,Renton,WA 98059,USA,7.387330888,307677.8264456122
2014/6/11 0:00,3,2.5,1430,1002,3.0,0,0,3,1430,0,2002,0,720 N 95th St,Seattle,WA 98103,USA,6.061633577,390638.1827733541
2014/6/11 0:00,3,3.25,1460,1592,2.0,0,0,3,1130,330,2006,0,6003 Lanham Pl SW,Seattle,WA 98126,USA,6.898879389,344213.92533291917
2014/6/11 0:00,3,1.75,1170,8182,1.0,0,0,3,1170,0,1962,2003,14737 28th Ave NE,Shoreline,WA 98155,USA,7.427967706,321979.37891972024
2014/6/11 0:00,3,1.0,940,10368,1.0,0,0,3,940,0,1965,1993,15550 NE 60th St,Redmond,WA 98052,USA,6.580262621,365005.1391290731
2014/6/11 0:00,3,1.0,890,7200,1.0,0,0,3,890,0,1951,1994,3843 NE 113th St,Seattle,WA 98125,USA,7.01001249,359082.35257809574
2014/6/11 0:00,3,2.0,1370,8336,1.0,0,0,5,1370,0,1964,0,2320 N 161st St,Shoreline,WA 98133,USA,7.555403511,333610.7975959272
2014/6/11 0:00,3,1.5,1460,11407,1.0,0,0,3,1460,0,1954,2005,16044 33rd Ave NE,Lake Forest Park,WA 98155,USA,6.25686647,413149.3112065445
2014/6/11 0:00,3,1.5,1270,1318,2.0,0,0,3,1080,190,2004,2003,3613 Gilman Ave W,Seattle,WA 98199,USA,6.770220774,386832.912501534
2014/6/11 0:00,3,2.0,1640,7201,1.0,0,0,3,1640,0,1948,1994,12711 37th Ave NE,Seattle,WA 98125,USA,7.803120091,352148.3650916077
2014/6/11 0:00,4,2.5,2550,4500,2.0,0,0,3,2550,0,2009,0,564 Field Pl NE,Renton,WA 98059,USA,6.751170056,417069.0791683044
2014/6/11 0:00,4,1.0,1860,4736,1.5,0,0,1,1860,0,1901,0,2411-2499 E Roy St,Seattle,WA 98112,USA,6.798212687,426159.39903685474
2014/6/11 0:00,3,2.5,1420,2581,3.0,0,0,3,1420,0,2004,2003,136 N 101st St,Seattle,WA 98133,USA,7.455112362,395889.5220029277
2014/6/11 0:00,4,2.5,2300,19250,1.0,0,0,4,2300,0,1955,2009,13406 423rd Ave SE,North Bend,WA 98045,USA,7.351299568,415324.2954654964
2014/6/11 0:00,4,2.5,3170,10688,2.0,0,2,3,3170,0,2001,0,1118 U St NW,Auburn,WA 98001,USA,6.960661043,443506.3627758816
2014/6/11 0:00,3,2.0,2060,4437,1.0,0,0,3,1030,1030,1929,0,3720 35th Ave SW,Seattle,WA 98126,USA,7.844051194,397883.890899443
2014/6/11 0:00,4,2.5,2180,7203,2.0,0,0,4,2180,0,1989,0,5055 NE 23rd St,Renton,WA 98059,USA,6.30527594,499289.95297459874
2014/6/11 0:00,4,2.5,2090,9702,1.0,0,0,5,1320,770,1965,0,16135 Densmore Ave N,Shoreline,WA 98133,USA,7.64696391,412574.95067676104
2014/6/11 0:00,4,1.75,1470,5350,1.0,0,0,3,980,490,1955,2005,10424 12th Ave NE,Seattle,WA 98125,USA,7.08232669,445467.4142490595
2014/6/11 0:00,3,2.25,1630,2520,2.0,0,0,3,1630,0,2005,0,2009 25th Ave NE,Issaquah,WA 98029,USA,7.6054598,423747.4311474884
2014/6/11 0:00,6,5.0,3440,4500,2.0,0,0,3,3280,160,2007,0,321 Hardie Ave NW,Renton,WA 98057,USA,7.467768215,449731.5060394081
2014/6/11 0:00,3,1.75,1720,5899,1.0,0,1,3,1220,500,1986,0,4052 SW Myrtle St,Seattle,WA 98136,USA,6.851766414,508978.5897473227
2014/6/11 0:00,3,2.5,3370,19585,2.0,0,0,3,3200,170,1951,1994,15043 Densmore Ave N,Shoreline,WA 98133,USA,6.100760296,572746.1935271714
2014/6/11 0:00,4,3.5,2550,8698,2.0,0,0,3,2550,0,2007,0,8816 Venn Ave SE,Snoqualmie,WA 98065,USA,6.040576309,579575.8364286114
2014/6/11 0:00,3,1.75,1730,8400,1.0,0,0,4,1400,330,1980,0,8605 169th Ct NE,Redmond,WA 98052,USA,7.850321373,451151.08991486457
2014/6/11 0:00,2,1.75,1640,4080,1.0,0,0,3,840,800,1921,2000,4746 Thackeray Pl NE,Seattle,WA 98105,USA,7.308370364,489247.94634523126
2014/6/11 0:00,3,1.75,1550,3680,1.0,0,0,3,1050,500,1927,2011,209 NW 73rd St,Seattle,WA 98117,USA,6.503416601,552933.9270846038
2014/6/11 0:00,5,2.25,2520,49222,2.0,0,0,4,2520,0,1978,2000,20645 SE 123rd St,Issaquah,WA 98027,USA,7.448720728,487316.4077689766
2014/6/11 0:00,3,2.5,2180,15693,1.0,0,0,4,1850,330,1979,0,1801 193rd Ave SE,Sammamish,WA 98075,USA,7.548417249,489868.53829576727
2014/6/11 0:00,3,3.5,1650,2262,3.0,0,0,3,1650,0,2010,0,769 N 74th St,Seattle,WA 98103,USA,7.103097821,522968.1882000843
2014/6/11 0:00,3,2.5,1990,3984,2.0,0,0,3,1990,0,2004,2003,24134 SE 20th St,Sammamish,WA 98075,USA,6.217852963,611281.9902190085
2014/6/11 0:00,3,2.5,2600,7465,2.0,0,0,3,2600,0,1988,2000,15201 93rd Pl NE,Bothell,WA 98011,USA,7.293556928,531172.6132619507
2014/6/11 0:00,4,2.75,2240,27820,1.5,0,0,4,2240,0,1976,1992,21404 SE 19th St,Sammamish,WA 98075,USA,7.579846973,519505.55531084514
2014/6/11 0:00,4,2.0,1680,5000,1.0,0,0,3,980,700,1950,2005,7734 39th Ave NE,Seattle,WA 98115,USA,7.102618618,561691.4001125857
2014/6/11 0:00,4,2.0,2090,3610,1.5,0,0,5,1790,300,1927,0,8044 14th Avenue Northeast,Seattle,WA 98115,USA,6.813964274,616751.6113638903
2014/6/11 0:00,4,2.75,4140,24190,2.0,0,0,3,4140,0,2002,0,32927 143rd Ct SE,Auburn,WA 98092,USA,6.958381125,641101.0510068517
2014/6/11 0:00,6,3.0,4250,4400,2.5,0,0,4,3020,1230,1902,0,3907 S Edmunds St,Seattle,WA 98118,USA,7.780239915,579919.3498926917
2014/6/11 0:00,3,2.75,2500,7378,1.0,0,0,5,1390,1110,1948,1985,10050 11th Ave NW,Seattle,WA 98177,USA,6.695647061,709323.6347698123
2014/6/11 0:00,4,1.75,2460,5100,1.5,0,0,5,1450,1010,1909,1988,6815 26th Ave NE,Seattle,WA 98115,USA,6.635565202,751533.5308212007
2014/6/11 0:00,4,2.75,2490,17833,2.0,0,2,3,1490,1000,1979,2014,12537 41st Ave NE,Seattle,WA 98125,USA,6.630473264,757227.0777174075
2014/6/11 0:00,4,2.5,2810,10986,2.0,0,0,3,2810,0,1997,0,1755 268th Pl SE,Sammamish,WA 98075,USA,6.947036663,724674.9653639798
2014/6/11 0:00,3,1.75,2430,14607,1.0,0,1,3,1230,1200,1949,1970,4854 E Mercer Way,Mercer Island,WA 98040,USA,7.523495496,687546.6435560407
2014/6/11 0:00,3,3.5,4500,21870,2.0,0,0,3,4500,0,2004,2003,13528 SE 333rd Pl,Auburn,WA 98092,USA,7.208379562,738874.9689812463
2014/6/11 0:00,3,1.5,2210,6300,1.5,0,0,5,2210,0,1916,0,1422 33rd Ave S,Seattle,WA 98144,USA,7.788067401,696074.9772442265
2014/6/11 0:00,4,3.75,2690,4000,2.0,0,3,4,2120,570,1909,1989,2537 11th Ave W,Seattle,WA 98119,USA,6.519267671,832587.9442326311
2014/6/11 0:00,4,2.5,3280,6181,2.0,0,0,3,3280,0,2001,0,19199 NE 43rd Ct,Sammamish,WA 98074,USA,6.229629135,882134.8114765533
2014/6/11 0:00,4,2.75,3370,6675,1.0,0,3,4,1920,1450,1948,0,1501 33rd Ave S,Seattle,WA 98144,USA,6.951191209,793542.615464229
2014/6/11 0:00,3,2.5,2070,13241,1.5,0,0,5,1270,800,1910,0,2505 Boyer Ave E,Seattle,WA 98102,USA,7.631553493,756430.071840374
2014/6/11 0:00,4,2.5,3320,11901,2.0,0,0,5,2650,670,1977,0,5334-5394 134th Ave SE,Bellevue,WA 98006,USA,6.453429704,896383.159240683
2014/6/11 0:00,4,2.5,3470,32109,2.0,0,0,3,3470,0,1995,0,22618 NE 143rd Ct,Woodinville,WA 98077,USA,6.775910642,876151.7382935762
2014/6/11 0:00,5,3.0,2510,4125,1.5,0,3,5,1590,920,1925,0,540 33rd Ave S,Seattle,WA 98144,USA,7.732054327,773072.0209510211
2014/6/11 0:00,4,2.5,3760,29224,2.0,0,0,3,3760,0,1987,2000,15736 NE 134th St,Redmond,WA 98052,USA,7.242786074,946138.3799937124
2014/6/11 0:00,5,3.5,4210,17258,2.0,0,3,3,4210,0,1995,0,5564 169th Pl SE,Bellevue,WA 98006,USA,7.914256042,1170203.7861651178
2014/6/11 0:00,5,6.25,8670,64033,2.0,0,4,3,6120,2550,1965,2003,1291 NW Elford Dr,Seattle,WA 98177,USA,7.995721201,2450634.2020134646
2014/6/12 0:00,2,1.0,820,10450,1.0,0,0,4,820,0,1965,0,10635 SE 196th St,Renton,WA 98055,USA,7.227870416,162395.76123721394
2014/6/12 0:00,4,1.75,1200,7680,1.0,0,0,3,1200,0,1968,1997,32113 112th Pl SE,Auburn,WA 98092,USA,6.426773221,221699.78059279124
2014/6/12 0:00,4,1.5,1130,7840,1.0,0,0,4,1130,0,1970,0,33818 35th Ave SW,Federal Way,WA 98023,USA,6.954120837,204887.75597136567
2014/6/12 0:00,2,1.0,910,9869,1.0,0,0,3,910,0,1957,2000,11644 SE 163rd St,Renton,WA 98058,USA,6.007521695,251853.7717641192
2014/6/12 0:00,2,1.0,1100,8281,1.0,0,0,4,1100,0,1947,1988,1206 NE 155th St,Shoreline,WA 98155,USA,6.171519586,252449.49863033695
2014/6/12 0:00,3,1.75,1840,9697,1.0,0,0,4,1500,340,1985,0,12034 SE 252 Pl,Kent,WA 98030,USA,6.520407035,244529.97247542164
2014/6/12 0:00,4,2.5,1770,5855,2.0,0,0,3,1770,0,2003,0,21620 SE 283rd St,Maple Valley,WA 98038,USA,7.40739645,227156.4305038223
2014/6/12 0:00,4,1.5,1490,7560,2.0,0,0,3,1490,0,1966,1963,25923 13th Ave S,Des Moines,WA 98198,USA,7.475206064,235079.92257480073
2014/6/12 0:00,4,2.5,2210,8465,1.0,0,0,3,1490,720,1990,2009,512 47th St SE,Auburn,WA 98092,USA,6.148987671,324401.3494902625
2014/6/12 0:00,3,2.5,1970,7500,2.0,0,0,3,1970,0,1988,2000,4809 Mill Pond Loop,Auburn,WA 98092,USA,6.538270983,311307.82994698186
2014/6/12 0:00,3,3.25,1470,1235,2.0,0,0,3,1180,290,2008,0,5338 15th Ave S,Seattle,WA 98108,USA,6.274430119,324403.784499822
2014/6/12 0:00,4,2.5,2490,8124,2.0,0,0,3,2490,0,2001,0,29742 129th Pl SE,Auburn,WA 98092,USA,7.508729645,276499.21514709975
2014/6/12 0:00,5,3.0,1880,5000,1.0,0,0,3,1100,780,1997,0,6343 23rd Ave SW,Seattle,WA 98106,USA,6.060259949,347063.85356432066
2014/6/12 0:00,2,1.5,1070,1200,2.0,0,0,3,1070,0,1999,0,9404 Linden Ave N,Seattle,WA 98103,USA,6.397180471,331436.5219605489
2014/6/12 0:00,3,2.5,1880,7000,2.0,0,0,3,1880,0,1993,0,11718 SE 203rd St,Kent,WA 98031,USA,6.715117443,318270.1326666569
2014/6/12 0:00,2,1.0,970,5665,1.0,0,0,4,970,0,1908,0,4726 S Orcas St,Seattle,WA 98118,USA,6.332963188,337475.72126828413
2014/6/12 0:00,4,2.5,1910,9244,1.0,0,0,4,1910,0,1963,0,5811 NE 6th St,Renton,WA 98059,USA,6.25604501,361146.41896685946
2014/6/12 0:00,2,2.25,1170,1011,2.0,0,0,3,1170,0,2009,0,2277 NW Hidden Ln,Issaquah,WA 98027,USA,6.29957812,362689.5832293082
2014/6/12 0:00,3,2.0,2080,11375,1.0,0,0,3,2080,0,2002,0,3322 261st Pl SE,Enumclaw,WA 98022,USA,6.485232548,358322.406425934
2014/6/12 0:00,3,1.0,1060,9525,1.0,0,0,3,1060,0,1966,1963,17129 NE 95th St,Redmond,WA 98052,USA,7.416908458,320126.7923675998
2014/6/12 0:00,4,2.25,2300,4600,1.5,0,0,4,1340,960,1904,0,1517 17th Ave S,Seattle,WA 98144,USA,7.674314892,309433.5309605925
2014/6/12 0:00,3,3.25,1651,1779,2.0,0,0,3,1341,310,2008,0,10734 Whitman Ave N,Seattle,WA 98133,USA,6.895365159,357180.9589937212
2014/6/12 0:00,2,1.0,1220,17172,1.0,0,0,4,1220,0,1947,1988,13314 NE 104th St,Kirkland,WA 98033,USA,7.840015843,320201.7696982521
2014/6/12 0:00,3,1.75,1800,6000,1.0,0,0,5,900,900,1950,0,1115 NE 168th St,Shoreline,WA 98155,USA,7.40129157,349266.07713102066
2014/6/12 0:00,3,1.75,1590,8219,1.5,0,0,5,970,620,1938,0,12632 93rd Pl NE,Kirkland,WA 98034,USA,6.033717178,436170.761257488
2014/6/12 0:00,3,1.0,1180,11862,1.0,0,0,4,1180,0,1948,0,11739 4th Ave NW,Seattle,WA 98177,USA,6.628347093,407385.7764328177
2014/6/12 0:00,3,1.0,1330,15678,1.0,0,0,3,900,430,1984,0,3009 229th Pl NE,Sammamish,WA 98074,USA,6.103892531,450180.9244083756
2014/6/12 0:00,4,1.75,1890,6000,1.0,0,0,4,1110,780,1947,1988,13524 22nd Ave NE,Seattle,WA 98125,USA,7.837627543,372239.7761206732
2014/6/12 0:00,3,3.5,1240,1666,2.0,0,0,3,1000,240,2008,0,5922 44th Ave SW,Seattle,WA 98136,USA,7.069095054,417987.4880757038
2014/6/12 0:00,5,3.5,3690,11928,2.0,0,0,3,2540,1150,2006,0,114 210th Ave NE,Sammamish,WA 98074,USA,6.994264769,424399.5676205653
2014/6/12 0:00,3,1.0,1710,6556,1.5,0,0,4,1200,510,1926,1993,12220 Phinney Ave N,Seattle,WA 98133,USA,7.376317027,404717.5585286632
2014/6/12 0:00,3,2.75,1560,7392,1.0,0,0,5,1030,530,1972,0,15118 119th Ave NE,Kirkland,WA 98034,USA,6.50792518,458721.47200208856
2014/6/12 0:00,5,1.75,2460,6846,1.5,0,0,5,1340,1120,1911,1984,6444 Carleton Ave S,Seattle,WA 98108,USA,6.56462114,459927.4049827279
2014/6/12 0:00,2,1.5,1630,3780,1.0,0,0,4,890,740,1940,2001,3441 NW 59th St,Seattle,WA 98107,USA,7.810831268,389152.389831548
2014/6/12 0:00,5,2.0,1940,7642,1.5,0,0,3,1940,0,1957,2000,20028 18th Ave NW,Shoreline,WA 98177,USA,6.119703337,515816.1745288755
2014/6/12 0:00,3,2.5,1250,1103,3.0,0,2,3,1250,0,2005,0,513 N 46th St,Seattle,WA 98103,USA,7.226526825,450661.6083464596
2014/6/12 0:00,4,2.5,2470,35073,2.0,0,0,3,2470,0,1989,0,17435 SE 329th St,Auburn,WA 98092,USA,6.627905978,496482.95565522346
2014/6/12 0:00,4,2.25,2640,31941,1.0,0,0,4,2640,0,1986,0,16915 SE 325th Pl,Auburn,WA 98092,USA,6.961067842,477545.5907234082
2014/6/12 0:00,4,2.5,2140,7245,2.0,0,0,3,2140,0,2003,0,633 N 138th St,Seattle,WA 98133,USA,7.539110865,445475.6940444005
2014/6/12 0:00,3,2.0,1769,9300,1.0,0,0,4,1769,0,1955,2009,531 SW 181st St,Normandy Park,WA 98166,USA,7.157687122,469214.5084598093
2014/6/12 0:00,5,2.75,2990,7420,2.0,0,0,3,2990,0,1996,0,4304 NE 7th St,Renton,WA 98059,USA,6.289949894,537720.904958009
2014/6/12 0:00,3,1.75,1970,7972,1.0,0,3,5,1370,600,1976,0,8600-8604 NW 5th St,Renton,WA 98057,USA,7.175145146,473746.46126245614
2014/6/12 0:00,3,1.75,1600,19200,1.0,0,0,4,1600,0,1967,0,13304 69th Ave NE,Kirkland,WA 98034,USA,7.107547546,486843.4668804751
2014/6/12 0:00,3,2.5,2120,9736,2.0,0,0,3,2120,0,1988,2000,15102 91st Pl NE,Bothell,WA 98011,USA,6.640976291,542502.2394387454
2014/6/12 0:00,3,1.0,1510,5000,1.5,0,0,3,1510,0,1909,2004,5726 28th Ave NE,Seattle,WA 98105,USA,7.60077994,486493.7747858348
2014/6/12 0:00,4,1.75,1880,3880,1.5,0,0,4,1090,790,1944,0,325 NW 48th St,Seattle,WA 98107,USA,6.232614902,609616.4496147075
2014/6/12 0:00,3,2.25,1710,4140,2.0,0,0,3,1710,0,2004,2003,2037 Larchmount Dr NE,Issaquah,WA 98029,USA,6.444287004,590645.543239714
2014/6/12 0:00,2,1.0,1510,4032,1.5,0,0,3,1310,200,1935,1974,2002 28th Ave W,Seattle,WA 98199,USA,7.700018518,506658.1336828642
2014/6/12 0:00,4,2.5,3140,9225,1.0,0,2,5,1770,1370,1966,0,540 Raymond Pl NW,Renton,WA 98057,USA,6.592339389,594877.0640368754
2014/6/12 0:00,5,2.0,2060,6000,2.0,0,0,3,2060,0,1903,2005,2107 NE 55th St,Seattle,WA 98105,USA,7.334285845,536548.6487264896
2014/6/12 0:00,3,2.5,1910,1501,2.5,0,0,3,1530,380,2007,0,2637 22nd Ave W,Seattle,WA 98199,USA,6.999720467,567040.544891317
2014/6/12 0:00,4,1.75,1870,5200,2.0,0,0,4,1200,670,1937,0,7542 42nd Ave NE,Seattle,WA 98115,USA,7.814324454,515743.7213614272
2014/6/12 0:00,5,2.75,2820,4608,1.0,0,0,3,1450,1370,1967,2011,306 NW 82nd St,Seattle,WA 98117,USA,7.615625116,533654.540390777
2014/6/12 0:00,4,2.25,2180,7297,2.0,0,0,3,2180,0,1984,0,21132 NE 42nd St,Sammamish,WA 98074,USA,7.959105364,520640.760454384
2014/6/12 0:00,2,1.0,1430,3000,1.5,0,0,3,1300,130,1929,0,2215 E Miller St,Seattle,WA 98112,USA,7.860571659,535151.1984496636
2014/6/12 0:00,3,2.5,2480,5137,2.0,0,0,3,2480,0,2000,0,13202 NE 92nd Way,Redmond,WA 98052,USA,7.05108932,617404.2938880516
2014/6/12 0:00,4,2.0,2710,4750,1.0,0,0,4,1460,1250,1919,1985,6326 21st Ave NE,Seattle,WA 98115,USA,7.093282323,627951.9720400147
2014/6/12 0:00,3,3.0,2340,2970,2.0,0,0,5,2160,180,1925,0,743 N 80th St,Seattle,WA 98103,USA,7.985237101,560783.2891975761
2014/6/12 0:00,3,2.5,2050,6420,1.0,0,3,3,1730,320,1956,2001,5625 SW Orleans St,Seattle,WA 98116,USA,6.721661039,676296.498224892
2014/6/12 0:00,3,2.0,2460,6600,1.0,0,2,4,1370,1090,1952,0,9108 40th Ave SW,Seattle,WA 98136,USA,6.807610925,676229.4327100193
2014/6/12 0:00,3,2.5,2570,3600,2.5,0,0,3,2570,0,2007,0,1474-1476 29th Pl NE,Issaquah,WA 98029,USA,6.729713391,685569.184152513
2014/6/12 0:00,4,2.5,2683,40386,2.0,0,0,4,2683,0,1987,0,10821 151st Ave NE,Redmond,WA 98052,USA,7.139303311,648105.4812713002
2014/6/12 0:00,4,2.5,3280,27441,2.0,0,0,3,3280,0,1996,0,7435 245th Way NE,Redmond,WA 98053,USA,6.591459912,719506.1404151228
2014/6/12 0:00,3,2.75,1900,6400,1.0,0,0,5,1410,490,1942,0,4324 NE 56th St,Seattle,WA 98105,USA,7.086835666,675913.7524185578
2014/6/12 0:00,3,1.75,2110,11250,1.0,0,0,4,2110,0,1961,2001,9201-9231 SE 70th Pl,Mercer Island,WA 98040,USA,7.559475202,666862.215594468
2014/6/12 0:00,3,3.5,3950,111078,1.5,0,0,3,2460,1490,1989,0,19851 NE Redmond Rd,Redmond,WA 98053,USA,7.373817803,721377.5199356747
2014/6/12 0:00,4,2.5,3010,6100,2.0,0,0,3,3010,0,2005,0,6466 195th Pl NE,Redmond,WA 98052,USA,7.075479732,757068.5185488659
2014/6/12 0:00,4,3.25,2420,4000,1.5,0,0,5,1870,550,1911,1984,4039 4th Ave NE,Seattle,WA 98105,USA,6.274157942,854300.3574482006
2014/6/12 0:00,3,2.0,2420,17859,1.0,0,1,5,1500,920,1979,0,7215 NE 119th Pl,Kirkland,WA 98034,USA,6.309126694,854942.3371240342
2014/6/12 0:00,3,3.0,2790,12523,2.0,1,4,4,1600,1190,1977,0,27231 8th Ave S,Des Moines,WA 98198,USA,7.940920043,713435.3040620863
2014/6/12 0:00,4,3.25,3960,7012,2.0,0,0,3,3960,0,2005,0,19454 SE 27th Pl,Sammamish,WA 98075,USA,7.812161021,746906.448717052
2014/6/12 0:00,4,2.25,2460,44431,1.0,0,0,4,2460,0,1957,2001,539 145th Ave SE,Bellevue,WA 98007,USA,7.714732732,791517.5859307528
2014/6/12 0:00,4,2.5,2370,10858,2.0,0,0,3,2370,0,2003,0,11034 NE 26th Pl,Bellevue,WA 98004,USA,7.735602783,907350.907660649
2014/6/12 0:00,4,2.5,3270,35445,2.0,0,0,3,3270,0,1989,0,6040 164th Ave SE,Bellevue,WA 98006,USA,6.939606642,1046135.3258811402
2014/6/12 0:00,0,0.0,3064,4764,3.5,0,2,3,3064,0,1990,2009,814 E Howe St,Seattle,WA 98102,USA,6.339779087,1171868.6558690637
2014/6/12 0:00,4,2.5,3200,7500,1.5,0,1,5,1860,1340,1948,1985,7344 50th Ave NE,Seattle,WA 98115,USA,6.545239289,1227340.647826492
2014/6/12 0:00,4,2.5,5730,44947,2.0,0,4,3,4280,1450,1991,0,20709 SE 4th St,Sammamish,WA 98074,USA,6.478565083,1286051.8687783116
2014/6/12 0:00,5,4.0,4410,14380,2.0,0,0,3,4410,0,2006,0,16416 NE 40th St,Redmond,WA 98052,USA,6.461017285,1302146.13519633
2014/6/12 0:00,4,3.75,4030,10800,2.0,0,0,3,4030,0,2006,0,619 9th Ave,Kirkland,WA 98033,USA,7.74395201,1301076.2361661948
2014/6/13 0:00,3,1.0,1270,6405,1.5,0,0,3,1270,0,1944,0,12015 75th Ave S,Seattle,WA 98178,USA,7.630618042,136041.26437498338
2014/6/13 0:00,3,1.0,1290,6566,1.0,0,0,5,1290,0,1976,0,33601-33799 35th Ave SW,Federal Way,WA 98023,USA,7.736457736,179783.83809864448
2014/6/13 0:00,3,1.0,1340,11070,1.0,0,0,4,1340,0,1978,2000,12129 SE 277th Pl,Kent,WA 98030,USA,6.072642942,230310.07422829288
2014/6/13 0:00,2,1.75,1440,5680,1.0,0,0,4,1440,0,1978,2000,24429 12th Ave S,Des Moines,WA 98198,USA,6.775455344,210290.54738081145
2014/6/13 0:00,2,1.0,710,7200,1.0,0,0,3,710,0,1943,2002,7027 S 125th St,Seattle,WA 98178,USA,7.826933508,186374.18593543457
2014/6/13 0:00,2,1.0,930,7550,1.0,0,0,3,930,0,1986,0,13008 23rd Ave S,SeaTac,WA 98168,USA,7.499570462,208080.02443775223
2014/6/13 0:00,3,1.75,1900,8540,1.0,0,0,3,950,950,1980,0,13002 23rd Ave S,SeaTac,WA 98168,USA,7.972109093,200001.6475255647
2014/6/13 0:00,3,2.25,1400,3814,2.0,0,0,3,1400,0,2012,1912,19521 SE 271st Pl,Covington,WA 98042,USA,7.933122275,213813.34330669075
2014/6/13 0:00,4,2.5,1930,8660,1.0,0,0,3,1120,810,1981,2013,2025 W St NW,Auburn,WA 98001,USA,6.83927637,248604.9989146542
2014/6/13 0:00,4,1.75,1900,10588,1.0,0,0,5,1900,0,1958,0,1310 22nd St SE,Auburn,WA 98002,USA,6.049578785,297207.44267711544
2014/6/13 0:00,3,1.75,1840,8601,1.0,0,0,3,920,920,1905,2014,7339 46th Ave S,Seattle,WA 98118,USA,6.197309862,312018.6782923178
2014/6/13 0:00,3,1.75,1180,13927,1.0,0,0,5,1180,0,1962,0,18438 SE 135th St,Renton,WA 98059,USA,6.836917644,296722.0247595314
2014/6/13 0:00,4,2.5,2700,10814,1.0,0,0,4,1560,1140,1966,0,12235 SE 259th Pl,Kent,WA 98030,USA,7.358479573,276612.69636573235
2014/6/13 0:00,3,2.0,2020,8555,1.0,0,0,4,1220,800,1957,2001,13545 39th Ave NE,Seattle,WA 98125,USA,6.020183407,338104.13041057787
2014/6/13 0:00,3,1.0,1280,8184,1.5,0,0,4,1280,0,1947,1988,16225 10th Ave NE,Shoreline,WA 98155,USA,6.8415941,301477.7205451072
2014/6/13 0:00,3,1.5,1210,5240,1.0,0,0,4,610,600,1983,0,5445 17th Ave SW,Seattle,WA 98106,USA,6.10197021,339131.9447521188
2014/6/13 0:00,4,2.5,1880,7965,2.0,0,0,3,1880,0,2000,0,21661 SE 265th Way,Maple Valley,WA 98038,USA,7.583687382,290675.3695651118
2014/6/13 0:00,3,2.5,2070,8337,2.0,0,0,3,2070,0,1997,0,26300-26398 124th Ave SE,Kent,WA 98030,USA,7.078692985,311508.0170773636
2014/6/13 0:00,3,2.5,1070,1155,2.0,0,0,3,720,350,2005,0,4536 42nd Ave SW,Seattle,WA 98116,USA,7.879567752,284151.8512029287
2014/6/13 0:00,2,1.5,1800,26615,1.0,0,0,5,1240,560,1987,0,33336-33412 E Lake Holm Dr SE,Auburn,WA 98092,USA,6.97969297,335368.076653052
2014/6/13 0:00,3,1.75,1820,9545,1.0,0,0,3,1230,590,1976,0,3037 NE 205th St,Lake Forest Park,WA 98155,USA,6.595214542,360062.6392910752
2014/6/13 0:00,3,1.5,1650,9957,1.0,0,0,4,1100,550,1961,2001,14001 28th Ave NE,Seattle,WA 98125,USA,6.988117538,358751.0539765498
2014/6/13 0:00,4,2.5,2220,5338,2.0,0,0,3,2220,0,2001,0,5127 NE 4th Pl,Renton,WA 98059,USA,7.616932366,329579.7870533661
2014/6/13 0:00,3,2.25,1410,1287,2.0,0,0,3,1290,120,2005,0,2082 NW Boulder Way Dr,Issaquah,WA 98027,USA,7.703643408,334237.02157629293
2014/6/13 0:00,4,2.5,2540,6365,2.0,0,0,3,1870,670,2000,0,2107 Davis Ave S,Renton,WA 98055,USA,7.636766097,337608.2506363851
2014/6/13 0:00,3,2.25,1920,4833,1.0,0,0,4,1060,860,1921,0,10559 Evanston Ave N,Seattle,WA 98133,USA,6.739705932,387577.650573168
2014/6/13 0:00,4,2.5,2050,5276,2.0,0,0,3,2050,0,2006,0,5115 NE 5th Pl,Renton,WA 98059,USA,6.331442053,412569.4223337963
2014/6/13 0:00,4,2.5,1750,4779,2.0,0,0,3,1750,0,2009,0,8019 NE 183rd St,Kenmore,WA 98028,USA,6.91382023,407748.0464719448
2014/6/13 0:00,4,2.5,2690,7947,2.0,0,0,3,2690,0,1993,0,14114 SE 198th St,Renton,WA 98058,USA,6.293896117,451682.6371400165
